사업장명,주사육업종,사육두수,지번주소,위도(lat),경도(lon)
미래로목장,젖소,31,충청남도 천안시 서북구 성환읍 왕림리 277-6번지,36.92391290849819,127.09439544194424
용락목장,한우,0,충청남도 천안시 서북구 성환읍 왕림리 239-1번지,36.92406323151422,127.09250021642613
다복목장,한우,60,충청남도 천안시 서북구 성환읍 와룡리 82-1번지 외 1필지,36.957951112002476,127.10047583150639
진용목장,젖소,50,충청남도 천안시 서북구 직산읍 양당리 76-1번지 외 1필지,36.87841864548813,127.11680288076361
온누리목장,한우,70,충청남도 천안시 서북구 직산읍 마정리 12-8번지,36.88217634659448,127.10843866728997
서울목장,한우,92,충청남도 천안시 서북구 직산읍 군동리 145번지,,
매봉농장,한우,12,충청남도 천안시 동남구 병천면 용두리 168번지,,
송정농장,한우,20,충청남도 천안시 동남구 병천면 송정리 19-8번지 외 1필지,36.73835983572962,127.32504744950386
영일농장,한우,24,충청남도 천안시 동남구 광덕면 매당리 286번지,36.709908680182686,127.11154281854249
매송농장,한우,15,충청남도 천안시 동남구 북면 매송리 62번지,36.8074369035024,127.2789685693593
성원농산,돼지,5000,충청남도 천안시 동남구 동면 장송리 205-17 외2필지,36.77702726803824,127.38406031299019
개구리목장,젖소,32,충청남도 천안시 동남구 풍세면 용정리 824-1번지 외 1필지,36.74009954528634,127.0958646861158
한울목장,한우,168,충청남도 천안시 동남구 수신면 백자리 114-17,36.71255240847838,127.27914898546503
새벽농장,한우,296,충청남도 천안시 서북구 성환읍 양령리 599-1번지,36.96291237376989,127.1475360897077
덕현1목장,젖소,510,충청남도 천안시 서북구 성환읍 양령리 563-9번지 563-10,36.95667441275834,127.162752364844
발산목장,한우,102,충청남도 천안시 동남구 수신면 백자리 5번지 외 1필지(5-1),36.71303708173881,127.28887144372626
광신목장,한우,101,충청남도 천안시 동남구 수신면 발산리 389-1번지,36.71631810897498,127.29966792008682
남산농장,한우,160,충청남도 천안시 동남구 수신면 발산리 산 3번지,36.71807738277185,127.30209363467381
장산농장,한우,11,"충청남도 천안시 동남구 수신면 장산리 509-3번지 외3필지(509-13,510,510-1)",36.751054681589544,127.29313261762661
하동농장,한우,39,충청남도 천안시 동남구 수신면 장산리 703-1번지,36.74553566070613,127.28749645695935
부부농장,한우,70,충청남도 천안시 동남구 수신면 장산리 344번지,36.74780434747669,127.3000601448273
농업회사법인 주식회사 서연농장,돼지,2200,충청남도 천안시 동남구 수신면 장산리 207 외 3필지,36.734783728410676,127.29758187426135
흑성목장,한우,88,충청남도 천안시 동남구 목천읍 교천리 197-2번지 외 2필지,36.781906451925565,127.1922563567147
성준농장,한우,100,충청남도 천안시 동남구 목천읍 교촌리 3-21번지 성준농장,36.79991297801127,127.23087377622177
희석목장,젖소,85,충청남도 천안시 동남구 북면 상동리 203-1번지,36.774631292597874,127.25875303994945
인촌농장,육계,47916,충청남도 천안시 동남구 병천면 관성리 493-1번지,36.80440156614491,127.33066023811692
세연농장,육계,45000,충청남도 천안시 동남구 동면 화덕리 273번지,36.75771339138624,127.39722823984987
대진농장,오리,8498,충청남도 천안시 동남구 병천면 매성리 478번지 477,36.80220793093811,127.31527547477782
모자목장,한우,18,충청남도 천안시 서북구 성환읍 송덕리 113-21번지,36.915813573739456,127.11428700551053
영광목장,한우,50,충청남도 천안시 동남구 풍세면 보성리 537-1번지,36.72778781813108,127.11427474695667
매산양돈 영농조합법인,돼지,4000,"충청남도 천안시 동남구 병천면 관성리 839-1번지 외 4필지(839-2,839-4,839-5,839-6)",36.8207866208273,127.31656859973776
총림목장,젖소,40,"충청남도 천안시 서북구 성환읍 우신리 71-4번지 ,11",36.92798598004495,127.11466569033014
백양목장,젖소,42,충청남도 천안시 서북구 성환읍 어룡리 130-2번지 외 2필지,36.92877720515266,127.11806480768783
호수목장,젖소,100,충청남도 천안시 서북구 직산읍 모시리 253-15번지 외 3필지,36.867790075757156,127.11760656380265
근묵농장,돼지,900,충청남도 천안시 동남구 동면 수남리 472,36.77172121475572,127.36824518880485
신광목장,젖소,270,충청남도 천안시 동남구 북면 대평리 525번지,36.86919712856022,127.28053985872293
마글론농장,돼지,8852,충청남도 천안시 동남구 성남면 화성리 102번지 외 11필지,36.74851135179724,127.26801341956218
석수농장,육계,30000,충청남도 천안시 동남구 성남면 봉양리 344-1번지,36.71756770186124,127.2485535720493
피덕농장,육계,58000,충청남도 천안시 동남구 광덕면 대평리 167번지 2통,36.672517347262314,127.15250982484011
다정목장,한우,30,충청남도 천안시 서북구 성환읍 신가리 315-2번지,36.94801162944874,127.10769596254005
양지목장,한우,80,충청남도 천안시 동남구 광덕면 보산원리 252번지,36.68908606673464,127.07060592315453
자연농장,육계,43000,"충청남도 천안시 동남구 성남면 화성리 12-6번지 외 3필지(12-50,12-51,12-52)",36.76106331568083,127.25117962104058
정우목장,한우,0,충청남도 천안시 서북구 입장면 가산리 52,36.93467603524217,127.20050058191573
상명목장,젖소,32,"충청남도 천안시 서북구 성환읍 왕림리 236-13번지 459-1,2,5,8",36.92327001105022,127.08949126893944
유명목장,한우,75,충청남도 천안시 서북구 성환읍 와룡리 63-5번지,36.95422017102414,127.10104065541769
미죽농장,한우,3,충청남도 천안시 동남구 풍세면 미죽리 230-2번지,36.74116071582595,127.14953062636684
지유농장,한우,35,충청남도 천안시 동남구 동면 화덕리 567번지,36.75495286015885,127.39164027373842
대동목장,한우,11,충청남도 천안시 동남구 광덕면 매당리 735-8번지,36.70418904563825,127.09171188996811
대일농장,한우,5,충청남도 천안시 동남구 목천읍 교천리 165번지,36.7734466796836,127.19578896457082
민규목장,젖소,100,"충청남도 천안시 동남구 북면 납안리 217번지 외 3필지(213, 218, 212)",36.852477354228895,127.25087719192595
효덕목장,젖소,130,충청남도 천안시 동남구 성남면 대흥리 294번지 외 1필지,36.72866301790223,127.23758836102569
다롱농장,한우,19,충청남도 천안시 동남구 풍세면 남관리 541-2번지,36.75727993866369,127.10057441197449
삼보목장,젖소,30,충청남도 천안시 서북구 직산읍 군서리 93-8번지 외 1필지,36.89946881924751,127.15834522079014
칠보목장,한우,97,충청남도 천안시 서북구 성환읍 율금리 781-16번지,36.8977813076267,127.09080054474005
태현목장,젖소,60,충청남도 천안시 서북구 성환읍 율금리 781-29번지,36.897745157282145,127.09119276019617
충남농장,돼지,1000,충청남도 천안시 서북구 성환읍 성환리 589-4번지,36.93454915781642,127.127490881575
황금목장,젖소,100,충청남도 천안시 서북구 성환읍 송덕리 81-5번지,36.91865475738347,127.11055726182542
새한목장,젖소,45,충청남도 천안시 서북구 입장면 가산리 160번지,36.933731712372015,127.19827298187987
연암대학교,한우,145,충청남도 천안시 서북구 성환읍 수향리 95-1번지 외 47필지,36.947931831307855,127.15317002249573
연암대학교,젖소,90,충청남도 천안시 서북구 성환읍 수향리 95-1번지 외 47필지,36.947931831307855,127.15317002249573
경치농장,육계,57000,충청남도 천안시 동남구 풍세면 보성리 506-3번지 외 1필지(산7-5),36.729785435487116,127.11348009621422
하도목장,젖소,120,충청남도 천안시 동남구 풍세면 용정리 630-5번지 외 2필지,36.74746435122146,127.09976230375318
한양목장,젖소,57,충청남도 천안시 서북구 성환읍 왕림리 44번지,36.925343162958775,127.08342057236403
금성목장,한우,50,충청남도 천안시 동남구 동면 광덕리 371-3번지 외1필지,36.78339512524201,127.33307350965451
새광일목장,젖소,60,충청남도 천안시 서북구 성환읍 왕림리 80번지,36.92816579010318,127.08231894836602
연암대학교,돼지,3100,충청남도 천안시 서북구 성환읍 수향리 95-1번지 외 47필지,36.947931831307855,127.15317002249573
교림목장,젖소,33,"충청남도 천안시 서북구 입장면 연곡리 417-1번지 ,417-2, 417-4",36.957966012688885,127.17403197574028
용암농장,한우,10,충청남도 천안시 동남구 북면 용암리 303-3번지,36.792825655295495,127.25754214848313
송림양돈,돼지,742,충청남도 천안시 서북구 직산읍 부송리 131-1,36.8754751033212,127.12970767759289
정우농장,돼지,2400,충청남도 천안시 동남구 풍세면 용정리 116-11번지 외 1필지,36.751078637747376,127.10970748441505
신촌농장,돼지,1000,충청남도 천안시 동남구 병천면 병천리 18-1번지 외 1필지,36.77094079413461,127.30194977767312
농업회사법인 동화농산 주식회사,돼지,14500,충청남도 천안시 동남구 광덕면 대평리 200-3,36.671168357677374,127.14406110425227
대표목장,젖소,95,충청남도 천안시 서북구 성환읍 어룡리 167번지 외 1필지,36.93341056144223,127.11657702180034
청와대목장,한우,23,충청남도 천안시 서북구 입장면 신두리 206-1번지,36.92178340323463,127.19191362734439
명호농장,한우,25,충청남도 천안시 동남구 병천면 매성리 89번지,36.81273534922477,127.31422970707209
준영목장,한우,51,"충청남도 천안시 동남구 풍세면 남관리 541-14번지 외 3필지(514-10,541-11,541-15)",36.75615808334898,127.1000476482923
대길농장,한우,72,충청남도 천안시 동남구 풍세면 남관리 493번지,36.759555936033955,127.1035107656188
대길농장,한우,109,충청남도 천안시 동남구 풍세면 남관리 493번지,36.759555936033955,127.1035107656188
안성목장,육우,15,충청남도 천안시 동남구 풍세면 남관리 458-5번지,36.75827561972416,127.10971484343358
한돌농장,한우,47,충청남도 천안시 동남구 풍세면 남관리 460번지 외 1필지(461-1),36.75911265153247,127.10930317336191
부부농장,한우,70,충청남도 천안시 동남구 성남면 신덕리 83-1번지 외 1(83-3),36.71240669823243,127.23888068457839
거산목장,젖소,140,충청남도 천안시 동남구 풍세면 남관리 547-1번지,36.75711436936127,127.10175045530534
아람목장,젖소,125,충청남도 천안시 동남구 풍세면 남관리 501,36.7579707989089,127.10133588617019
관우1목장,젖소,53,충청남도 천안시 동남구 풍세면 남관리 540-3번지,36.757505578242295,127.09936509063333
관우2목장,한우,44,충청남도 천안시 동남구 풍세면 남관리 448-1번지,36.758332342795136,127.10820015970182
현대농장,한우,217,충청남도 천안시 서북구 성환읍 양령리 557-4번지,36.95853461317818,127.16569230886664
구성농장,한우,102,충청남도 천안시 동남구 북면 은지리 325-4번지,36.7791752084559,127.25809025351789
풍산농장,한우,0,충청남도 천안시 동남구 목천읍 소사리 63-3번지,36.73506970949156,127.17751551351259
덕현 제3농장,육우,300,충청남도 천안시 서북구 성환읍 양령리 567-6,36.95882961726688,127.16093380881689
유림농장,육우,330,"충청남도 천안시 서북구 성환읍 양령리 553-1번지 ,556-1",36.960941524568106,127.16752925653557
수덕목장,젖소,128,충청남도 천안시 동남구 풍세면 남관리 503-1번지 외 1필지(504),36.75841093392427,127.1018186139765
연수농장,육계,66013,충청남도 천안시 서북구 성환읍 매주리 370-119번지,36.9042696767463,127.118218538592
송회농장,산양,22,충청남도 천안시 서북구 직산읍 모시리 108-2번지,36.86979019315425,127.13482260795922
명성목장,젖소,80,충청남도 천안시 서북구 성환읍 양령리 589-11번지,36.958546928695014,127.15130906561494
태성목장,한우,100,충청남도 천안시 서북구 성환읍 양령리 549-4번지,36.961032798433926,127.16920105459906
보배목장,젖소,150,충청남도 천안시 서북구 성환읍 양령리 547-1번지 외1필지(547-5),36.96052900298381,127.16983002598862
바위목장,젖소,64,충청남도 천안시 서북구 성환읍 어룡리 151-4번지,36.930939210648,127.11976232175644
연암대학교 양돈유전자원센터,돼지,3200,충청남도 천안시 서북구 성환읍 율금리 768-6번지 외 8필지,36.90085345327658,127.09257198009888
새삼목장,한우,300,충청남도 천안시 서북구 성환읍 수향리 487-14번지,36.9524937284375,127.13464435789182
성환한우농장,한우,2,충청남도 천안시 서북구 성환읍 성환리 596번지,36.93258034221361,127.1269281115101
원진축산,돼지,4136,충청남도 천안시 서북구 입장면 연곡리 446-2 외 6필지,36.961640087622285,127.172696802349
다온농장,육계,146600,"충청남도 천안시 서북구 입장면 연곡리 410-1번지 외 2필지(410-2, 410-3)",36.95814560722254,127.17528099159695
영조농장,돼지,400,충청남도 천안시 서북구 직산읍 모시리 185번지,36.86705492465302,127.13218455026337
직산농장,산양,150,충청남도 천안시 서북구 직산읍 남산리 336-14번지,36.88174979521555,127.165322460341
희망농장2,산양,50,충청남도 천안시 서북구 성환읍 율금리 산 12-1번지,36.907656693806096,127.09763332826815
키움축산,육계,110000,충청남도 천안시 서북구 성환읍 양령리 572-2번지,36.95959048583181,127.15872252294633
꼭지목장,젖소,80,"충청남도 천안시 서북구 성거읍 삼곡리 46-5번지 외4(46-3,4,9,판정리 3-13)",36.908906795752195,127.18482889567393
설진목장,젖소,40,충청남도 천안시 서북구 직산읍 남산리 233번지,36.89648024248552,127.16898081799553
버들농장,한우,32,충청남도 천안시 동남구 수신면 백자리 365-2번지,36.70579260136645,127.27421718226505
평안목장,젖소,70,"충청남도 천안시 동남구 목천읍 소사리 276-4번지 외 2필지(276-2, 276-3)",36.73380978367969,127.15828326967156
진규목장,젖소,40,충청남도 천안시 서북구 직산읍 군서리 93-7번지,36.89893114092595,127.15861964233466
진규목장,젖소,38,충청남도 천안시 서북구 직산읍 군서리 93-7번지,36.89893114092595,127.15861964233466
화덕농장,육계,58000,충청남도 천안시 동남구 동면 화덕리 16-2번지 외 1필지,36.77223750079785,127.40738984846035
주일농장,한우,40,충청남도 천안시 동남구 목천읍 교천리 158번지 외 1필지(267),36.774904812670734,127.19403986614775
황금목장,한우,138,충청남도 천안시 서북구 성환읍 양령리 438-3번지 외 1필지(438-4),36.967801633584884,127.14670310716613
황금목장,한우,200,충청남도 천안시 서북구 성환읍 양령리 438-3번지 외 1필지(438-4),36.967801633584884,127.14670310716613
태성목장 2,한우,60,충청남도 천안시 서북구 성환읍 양령리 549-3번지,36.96158785305693,127.16887521091607
원천농장,한우,10,충청남도 천안시 동남구 풍세면 보성리 66-3번지,36.74001277925287,127.12750219219893
우림농장,한우,395,충청남도 천안시 서북구 성환읍 양령리 565-9번지,36.95679550367878,127.16164094377895
황금목장,한우,138,충청남도 천안시 서북구 성환읍 양령리 561-1번지,36.96193830322258,127.16423413350175
황금목장,한우,200,충청남도 천안시 서북구 성환읍 양령리 561-1번지,36.96193830322258,127.16423413350175
서광목장,한우,59,충청남도 천안시 서북구 성환읍 대홍리 185-9번지,36.93777935081387,127.13288608665981
유정농장,한우,10,충청남도 천안시 동남구 북면 은지리 341-4번지,36.77630124303556,127.25919168405309
유라농장,한우,130,충청남도 천안시 동남구 동면 화덕리 291번지 외 1필지(547-1),36.75628134535969,127.40195911293226
우리목장,한우,109,충청남도 천안시 서북구 성환읍 안궁리 471-1번지,36.96743446872052,127.13933082551198
우리목장,한우,5,충청남도 천안시 서북구 성환읍 안궁리 471-1번지,36.96743446872052,127.13933082551198
덕현목장,육우,280,충청남도 천안시 서북구 성거읍 모전리 85번지 덕현목장,36.906595037833775,127.19806417962342
용태목장,젖소,140,충청남도 천안시 서북구 성환읍 신가리 496-5번지 외 1 (496-6),36.959536180547204,127.11001898385992
동남농장,돼지,1610,충청남도 천안시 동남구 병천면 관성리 672번지 외 1 (673),36.815283682936894,127.31922129115759
용삼목장,한우,70,충청남도 천안시 동남구 풍세면 용정리 703-2번지 외 1필지(795-3),36.741232003932495,127.09719439379539
부흥농장,한우,2,충청남도 천안시 서북구 성환읍 양령리 581-5번지,36.95971971254837,127.15516289870304
부흥농장,한우,0,충청남도 천안시 서북구 성환읍 양령리 581-5번지,36.95971971254837,127.15516289870304
충청농장,한우,20,충청남도 천안시 동남구 풍세면 용정리 887번지 외 1필지(888),36.73585323487957,127.10062019133412
충청농장,한우,44,충청남도 천안시 동남구 풍세면 용정리 887번지 외 1필지(888),36.73585323487957,127.10062019133412
보성농장,한우,80,충청남도 천안시 동남구 풍세면 보성리 429번지 외 1(430),36.72778880187678,127.12170325124438
보성농장,한우,0,충청남도 천안시 동남구 풍세면 보성리 429번지 외 1(430),36.72778880187678,127.12170325124438
필승농장,한우,70,충청남도 천안시 동남구 병천면 송정리 447-3,36.73517213820382,127.3281858065656
용원목장,한우,4,충청남도 천안시 동남구 성남면 용원리 426-1번지,36.75187770219465,127.20993609554503
만지원농장,돼지,650,충청남도 천안시 동남구 북면 상동리 69-1번지,36.767149719789444,127.26171000848622
신진목장,젖소,81,충청남도 천안시 서북구 성환읍 양령리 620-5번지,36.96528455602086,127.14100744891729
덕현목장,육우,280,충청남도 천안시 서북구 성환읍 양령리 560-10번지,36.95666382708511,127.16403281187415
부길농장2,육우,250,충청남도 천안시 서북구 입장면 가산리 202-1번지 외 1(202-3),36.928502476017606,127.19294254606176
청송,한우,400,"충청남도 천안시 서북구 성환읍 양령리 572-4번지 외 4필지(-5,-6,-7,-8)",36.95856446499339,127.1584561821432
수연농장,한우,0,충청남도 천안시 동남구 성남면 대흥리 4-4번지 외 1필지(4-5),36.735662861934806,127.23949616252106
삼성농장,산양,150,충청남도 천안시 동남구 병천면 봉항리 146번지,36.844428703356215,127.31012014094425
해동목장,젖소,50,충청남도 천안시 서북구 성환읍 양령리 619-3번지,36.96787450727263,127.14189576866545
반계농장,한우,5,충청남도 천안시 동남구 동면 화계리 216-1번지,36.77413409550558,127.33445992023614
보배목장,한우,3,충청남도 천안시 동남구 병천면 송정리 97번지,36.741687930979296,127.3197255830333
나우농장,육우,345,충청남도 천안시 서북구 성환읍 양령리 620-3번지 외 1(620-4),36.96622745863715,127.14133397445306
진주농장2,한우,100,충청남도 천안시 서북구 성환읍 어룡리 61-4번지,36.9348774218807,127.12414402019849
세성농장,육계,50000,충청남도 천안시 동남구 성남면 화성리 263번지,36.74690904343183,127.25356565087003
대한축산,한우,124,충청남도 천안시 동남구 병천면 관성리 618-5번지,36.81753768928726,127.31778136850815
태성목장2,한우,300,충청남도 천안시 서북구 성환읍 양령리 546-3번지,36.96115209854889,127.16998722900226
나눔농장,육우,250,충청남도 천안시 서북구 성환읍 도하리 619-5번지 외 1(619-4),36.9471723918046,127.17302808138462
일진농장,한우,500,충청남도 천안시 서북구 성환읍 도하리 609-3번지 외1(609-4),36.95182301459414,127.17310746833073
일진농장,한우,280,충청남도 천안시 서북구 성환읍 도하리 609-3번지 외1(609-4),36.95182301459414,127.17310746833073
해솔농장,한우,366,충청남도 천안시 서북구 입장면 흑암리 291-3번지 외 1필지(291-4),36.93693546041984,127.1841949909719
천안유옥목장,젖소,94,"충청남도 천안시 서북구 성환읍 양령리 582번지 외 2필지(334-1, 334-8)",36.96355912652462,127.15493408584541
금평목장,한우,760,충청남도 천안시 서북구 성환읍 신가리 503-8번지,36.963957983075915,127.10330219983388
영지농장,한우,0,충청남도 천안시 동남구 병천면 송정리 449-6번지,36.73474209487911,127.32919092983681
대림축산,한우,296,충청남도 천안시 서북구 성환읍 양령리 614-3 외 1(614-2),36.96327662772081,127.14276622632374
대림축산,한우,0,충청남도 천안시 서북구 성환읍 양령리 614-3 외 1(614-2),36.96327662772081,127.14276622632374
도윤찬목장,육우,100,충청남도 천안시 동남구 북면 납안리 222번지 외 1(225),36.8529107704059,127.25325790270574
상열농장,한우,16,충청남도 천안시 동남구 목천읍 운전리 46-3번지,36.68822689305659,127.13338227546932
부자농장,한우,800,충청남도 천안시 서북구 성환읍 복모리 494-3번지,36.94522772241512,127.12338497581133
부자농장,한우,0,충청남도 천안시 서북구 성환읍 복모리 494-3번지,36.94522772241512,127.12338497581133
시몬목장,젖소,0,충청남도 천안시 서북구 성환읍 양령리 564-4번지,36.96101444743216,127.16272888877708
대림축산,한우,296,"충청남도 천안시 서북구 성환읍 양령리 569-3 ,569-4",36.961314946881025,127.16039117868371
대림축산,한우,0,"충청남도 천안시 서북구 성환읍 양령리 569-3 ,569-4",36.961314946881025,127.16039117868371
행복농장,한우,65,충청남도 천안시 동남구 북면 매송리 614번지,36.806053847185794,127.26620298489198
행복농장,한우,0,충청남도 천안시 동남구 북면 매송리 614번지,36.806053847185794,127.26620298489198
대로2목장,한우,85,충청남도 천안시 서북구 성환읍 수향리 418-1번지,36.948692565041746,127.1355147133184
잠언축산,한우,35,충청남도 천안시 서북구 성환읍 양령리 578-1번지,36.96112528206908,127.15670545817277
삼관목장,한우,229,충청남도 천안시 동남구 풍세면 보성리 222 외1(223),36.731562744238616,127.12633564581651
삼관목장,한우,342,충청남도 천안시 동남구 풍세면 보성리 222 외1(223),36.731562744238616,127.12633564581651
류가네농장,염소,1,충청남도 천안시 동남구 북면 상동리 240-22번지,36.767046027325804,127.26024302675097
야지농장,한우,21,충청남도 천안시 동남구 병천면 송정리 202-2번지,36.735068382024195,127.31926188923573
성원농산2농장,돼지,2278,충청남도 천안시 동남구 동면 장송리 273-4번지,36.77939790567441,127.38977314069587
천혜농장,육우,0,충청남도 천안시 동남구 병천면 병천리 726-3,36.78902244577738,127.29053626587114
정철농산,한우,4,충청남도 천안시 서북구 성환읍 와룡리 868-4번지,36.957166593826884,127.10096584292585
행복한목장,한우,246,충청남도 천안시 서북구 성환읍 양령리 553-3번지,36.95989058245196,127.1672606493819
용준농장,한우,40,충청남도 천안시 동남구 풍세면 보성리 251-1번지,36.72954904637823,127.12871759738208
소사랑축산,육우,176,"충청남도 천안시 동남구 병천면 매성리 124번지 외3(125,126,84-5)",36.81430052201703,127.31429092635962
서경농축,육우,602,충청남도 천안시 서북구 성환읍 양령리 603-1번지 외2(603-2.11),36.96306928524724,127.14635228937189
새한목장,젖소,45,충청남도 천안시 서북구 입장면 가산리 201-2번지,36.928591942782894,127.19374406360376
평화농장,육우,210,충청남도 천안시 서북구 성환읍 양령리 609-1번지 외1(609-2),36.96520474325992,127.14486304703358
구도목장,젖소,0,충청남도 천안시 동남구 동면 구도리 35-1 외1(35-2),36.7603296356948,127.33812650967482
신원목장,육우,0,충청남도 천안시 서북구 성환읍 양령리 623-5,36.96528690787067,127.13976971780329
정연농장,육우,0,충청남도 천안시 서북구 입장면 용정리 146-1,36.919160995052174,127.18783710012563
현대농장,한우,217,충청남도 천안시 서북구 성환읍 도하리 609-5,36.95123147466679,127.172029404315
부길농장,육우,0,충청남도 천안시 서북구 입장면 연곡리 550-1,36.958646983805664,127.17177687418143
부길농장,육우,0,충청남도 천안시 서북구 입장면 연곡리 550-1,36.958646983805664,127.17177687418143
일진5농장,육우,0,충청남도 천안시 서북구 성환읍 양령리 542-1,36.96018782365955,127.17216495375136
대림4농장,한우,0,충청남도 천안시 서북구 성환읍 양령리 19-1 외1(19-2),36.96296546214679,127.16923937176246
구성농장,종계/산란계,18624,"충청남도 천안시 동남구 풍세면 용정리 118-7 외 2(118-6,13)",36.751203570087036,127.11250761916287
농업회사법인(주)두리한우,한우,0,충청남도 천안시 동남구 성남면 대흥리 31-9,36.73156027536619,127.24394870964665
남원농장,한우,0,충청남도 천안시 동남구 수신면 장산리 603,36.743718459006736,127.29581456347145
수호농장,종계/산란계,36064,"충청남도 천안시 동남구 풍세면 가송리 122-1 외 2(129, 129-1)",36.72808015631302,127.14664056357043
은정농장,육우,0,충청남도 천안시 서북구 성환읍 양령리 611-5,36.967202032830215,127.14410887417641
성보목장,젖소,62,충청남도 천안시 동남구 성남면 봉양리 690번지,36.704528956242,127.25872540962177
사계절 흑염소 농장,염소,180,충청남도 천안시 서북구 직산읍 상덕리 130-5번지,36.8956733360474,127.12554978914342
형제농장,한우,45,충청남도 천안시 동남구 풍세면 가송리 3-8번지,36.738155269534666,127.13114547896892
호재목장,육우,50,충청남도 천안시 서북구 성환읍 양령리 597-10번지,36.95997826688939,127.14774030500354
진세 제2농장,한우,19,충청남도 천안시 서북구 입장면 용정리 264-3번지,36.92893672083157,127.18544794787444
성산농장,한우,100,충청남도 천안시 동남구 동면 화덕리 516-6번지,36.75627255679092,127.39258758194076
하늘가득한우농장,한우,353,충청남도 천안시 동남구 풍세면 용정리 115-9번지,36.74923911401225,127.10885813741584
성원목장,한우,9,충청남도 천안시 동남구 동면 광덕리 208-1번지,36.79373596997683,127.33566679505927
