사업장명,주사육업종,사육두수,지번주소,위도(lat),경도(lon)
충성농장,한우,240,충청남도 천안시 동남구 병천면 매성리 79번지,36.81735913429503,127.31368124451798
진솔2농장,돼지,2300,충청남도 천안시 동남구 수신면 장산리 317-1번지,36.74373435350402,127.30241845465311
초우축산,한우,43,충청남도 천안시 서북구 성환읍 신방리 306-1번지,36.94046596740256,127.07389565628384
풍일농장,돼지,2200,충청남도 천안시 서북구 성환읍 송덕리 114-56번지,36.91565151208122,127.11192251508795
은희농장,한우,42,충청남도 천안시 동남구 광덕면 매당리 80-4번지,36.70874367148024,127.11197906198363
이산리목장,한우,20,충청남도 천안시 동남구 풍세면 용정리 795-1번지,36.7412163164002,127.09759066827142
유미목장,젖소,65,충청남도 천안시 서북구 성환읍 율금리 896번지,36.89455372902857,127.0979209102154
유미목장,젖소,30,충청남도 천안시 서북구 성환읍 율금리 896번지,36.89455372902857,127.0979209102154
한울목장,젖소,100,충청남도 천안시 서북구 성환읍 율금리 933번지,36.89460932936618,127.09974000228635
열쇠목장,젖소,117,충청남도 천안시 서북구 성환읍 어룡리 347-5번지 외 9필지,36.9318491673446,127.11260866263072
석현1농장,돼지,600,충청남도 천안시 동남구 광덕면 매당리 78번지,36.70827414773901,127.11202535088444
한진1농장,돼지,220,"충청남도 천안시 서북구 성환읍 왕림리 61-2번지 ,114-1,120-1",36.92584254641284,127.0852283103656
한진2농장,돼지,1600,"충청남도 천안시 서북구 성환읍 왕림리 200-1번지 ,3",36.91965211129009,127.0898282928847
소우목장,젖소,50,충청남도 천안시 서북구 성거읍 소우리 171-8번지,36.876966788319855,127.17083409187144
혜선목장,젖소,48,충청남도 천안시 동남구 성남면 봉양리 697-1번지 외 1필지(697-2),36.7027655725281,127.25894520935756
충무농장,돼지,6000,충청남도 천안시 동남구 성남면 신사리 300 외 4필지(300-3.5.10.11),36.74587369350707,127.23747658461367
경희농장,육계,26800,"충청남도 천안시 동남구 성남면 대흥리 279-2 외 2필지(279, 279-1)",36.72829163501194,127.23311085326884
우리사슴목장,사슴,12,충청남도 천안시 동남구 목천읍 신계리 268번지,36.77648477294823,127.19986198499156
영광사슴목장,사슴,35,"충청남도 천안시 동남구 목천읍 응원리 161-1번지 외3필지(244-4, 244-6, 245-1)",36.76458847679913,127.1770646469494
갈뫼정,육계,1000,충청남도 천안시 동남구 목천읍 교천리 222번지 외1필지(103-3),36.78301782256774,127.19391993676643
복지농장,산양,8,충청남도 천안시 동남구 풍세면 두남리 24-10번지,36.75172698503455,127.1402253708566
지산농장,염소,40,충청남도 천안시 동남구 북면 오곡리 62-1번지,36.82018767857621,127.28018480352277
황가네흑염소,염소,8,충청남도 천안시 동남구 북면 상동리 240-22번지,36.767046027325804,127.26024302675097
상현2농장,한우,77,충청남도 천안시 동남구 병천면 봉항리 680번지,36.826924478290046,127.31424912894063
가나안농장,돼지,450,충청남도 천안시 동남구 병천면 봉항리 387,36.83389487723054,127.3106707123295
성인농장,돼지,1700,"충청남도 천안시 동남구 병천면 봉항리 151-4번지 외 9(151-5,151-6,151-7,152,152-3,302,302-1,303,303-1)",36.84195618668799,127.31365484402694
덕성농장,오리,11000,충청남도 천안시 동남구 병천면 도원리 685-24번지 외2필지,36.76950634977831,127.31186432203043
다산목장,젖소,55,"충청남도 천안시 동남구 목천읍 교천리 198-2번지 외 3필지(198, 193, 199-1)",36.781530078562945,127.19189603311982
매미농장,한우,44,충청남도 천안시 동남구 병천면 매성리 12-7번지,36.822647685699756,127.31167732774207
부자농장,한우,800,충청남도 천안시 서북구 성환읍 복모리 352-2번지,36.94876963435706,127.11992706088964
부자농장,한우,0,충청남도 천안시 서북구 성환읍 복모리 352-2번지,36.94876963435706,127.11992706088964
용태목장,젖소,140,충청남도 천안시 서북구 직산읍 군서리 227번지 외 3필지,36.89884934894225,127.14996359555603
호선목장,젖소,90,충청남도 천안시 서북구 성환읍 대홍리 221-2번지,36.94065696062655,127.13460425239413
진홍목장,젖소,70,충청남도 천안시 서북구 성환읍 어룡리 220번지,36.93784276178036,127.11826210203427
원화목장,젖소,70,충청남도 천안시 동남구 병천면 병천리 428번지,36.77580606317321,127.29694970102956
진양목장,젖소,40,"충청남도 천안시 동남구 병천면 병천리 9-3번지 ,4",36.77328331749577,127.3027608664357
송정목장,젖소,60,충청남도 천안시 동남구 병천면 송정리 291번지 외 4필지,,
대진목장,젖소,145,충청남도 천안시 동남구 병천면 송정리 산 31-1번지,36.740708917350545,127.32045107306877
준이목장,젖소,40,충청남도 천안시 동남구 병천면 송정리 91번지,36.742046354981724,127.3211192404896
용문목장,젖소,85,충청남도 천안시 동남구 병천면 송정리 410-1번지 외 1필지(408),36.73612186775154,127.3343065716919
운성목장,젖소,65,충청남도 천안시 동남구 풍세면 남관리 516번지,36.75729816371613,127.10454548092372
부성목장,젖소,0,충청남도 천안시 동남구 풍세면 남관리 520번지,36.75702491459514,127.10507897611755
구억목장,젖소,82,충청남도 천안시 동남구 풍세면 남관리 540-13번지 외 1필지(540-10),36.7564746004874,127.0987684117415
병천농장,한우,21,충청남도 천안시 동남구 병천면 용두리 227-3번지,36.74790337679538,127.31253584761356
태영농장,한우,20,충청남도 천안시 서북구 성환읍 양령리 608-2번지,36.96810120310673,127.1457475921845
태영농장,한우,130,충청남도 천안시 서북구 성환읍 양령리 608-2번지,36.96810120310673,127.1457475921845
부부농장,한우,70,충청남도 천안시 동남구 성남면 용원리 434번지,36.75331672792677,127.20916434341898
한오리농장,오리,12000,충청남도 천안시 동남구 동면 덕성리 266-6번지,36.799991131267355,127.36988046699761
명우농장,한우,78,충청남도 천안시 동남구 광덕면 매당리 44-9번지,36.70759593878117,127.11166938983766
진세목장,육우,23,충청남도 천안시 서북구 성환읍 양령리 387번지,36.96677150526012,127.14985766958968
진왕영농조합법인,돼지,10000,충청남도 천안시 동남구 성남면 용원리 478,36.757068517774144,127.19736916682491
화성농장,돼지,2000,충청남도 천안시 동남구 풍세면 삼태리 160-4번지,36.74092220247979,127.08850052449276
성록농장,육계,19826,충청남도 천안시 동남구 성남면 신덕리 174번지,36.724502179616636,127.24214019486917
성록농장,육계,72000,충청남도 천안시 동남구 성남면 신덕리 174번지,36.724502179616636,127.24214019486917
가온농장,한우,80,충청남도 천안시 동남구 병천면 송정리 69번지,36.74435797660358,127.31879263335091
가온농장,한우,0,충청남도 천안시 동남구 병천면 송정리 69번지,36.74435797660358,127.31879263335091
유현목장,한우,24,충청남도 천안시 서북구 성환읍 와룡리 73-5번지,36.954933404217314,127.10368238502122
성목장,젖소,60,충청남도 천안시 서북구 성환읍 왕림리 375,36.91398996908724,127.09440527535509
성희목장,젖소,70,충청남도 천안시 서북구 성환읍 신방리 285-14번지,36.94220132529854,127.07697653423595
국립축산과학원 축산자원개발부,젖소,450,충청남도 천안시 서북구 성환읍 신방리 3-1번지,36.931582768640475,127.09950720891113
국립축산과학원 축산자원개발부,돼지,1200,충청남도 천안시 서북구 성환읍 신방리 3-1,36.931582768640475,127.09950720891113
인영농장,육우,12,충청남도 천안시 동남구 용곡동 298-4번지 외 1필지,36.78752626085161,127.1403403675659
희성농장,한우,130,충청남도 천안시 동남구 풍세면 용정리 120-20번지,36.746388144073435,127.10992573816961
성훈농장,돼지,1500,"충청남도 천안시 동남구 동면 화계리 255번지 외 4필지(256,490-1,490-3,258)",36.76965616577809,127.32895505466881
경섭목장,한우,26,충청남도 천안시 동남구 동면 송연리 114-2번지,36.766733477169744,127.3411527305636
동민농장,한우,35,충청남도 천안시 서북구 성환읍 우신리 111-4번지,36.92882426528271,127.10713661142015
문화농장,돼지,2200,충청남도 천안시 동남구 목천읍 도장리 237번지 외 6필지,36.74432685753027,127.18007801057817
강정목장,한우,35,충청남도 천안시 동남구 풍세면 두남리 25-3번지,36.752074764329535,127.14157105849374
예산목장,한우,50,"충청남도 천안시 동남구 풍세면 풍서리 63번지 ,64",36.72588344387596,127.12515004123112
제일농장,한우,50,충청남도 천안시 동남구 광덕면 매당리 89-3번지 외 1필지,36.70201625588261,127.10249189537112
LG농장,한우,22,충청남도 천안시 동남구 풍세면 보성리 577번지,36.72922099731311,127.10503613266246
비룡축산,한우,10,"충청남도 천안시 동남구 북면 용암리 421-30번지 421-31,421-32",36.780792883591864,127.25081771137756
광열목장,젖소,100,충청남도 천안시 서북구 입장면 양대리 125-7번지,36.90143151189162,127.2554738005183
건영농장,한우,47,충청남도 천안시 동남구 목천읍 소사리 145-1번지,36.73715090743431,127.16999426843823
대흥농장,한우,11,충청남도 천안시 동남구 성남면 대흥리 425-3번지,36.72991559714525,127.22837152962117
대흥농장,한우,21,충청남도 천안시 동남구 성남면 대흥리 425-3번지,36.72991559714525,127.22837152962117
대흥농장,한우,11,충청남도 천안시 동남구 성남면 대흥리 427-3번지,36.73010016520586,127.22920842243327
대흥농장,한우,21,충청남도 천안시 동남구 성남면 대흥리 427-3번지,36.73010016520586,127.22920842243327
은열목장,젖소,57,"충청남도 천안시 동남구 동면 구도리 145번지 외 3필지(146,148,149)",36.76103459880387,127.33783123246175
은신목장,젖소,40,충청남도 천안시 동남구 병천면 병천리 22-3번지,36.77277769897733,127.3019453414045
송림한우농장,한우,30,충청남도 천안시 동남구 성남면 신사리 504번지,36.74843080647659,127.23014717840165
선농장,한우,95,"충청남도 천안시 동남구 동면 수남리 469-4번지 469-1, 469-3",36.771195556900295,127.36840003982196
음메농장,한우,150,충청남도 천안시 동남구 병천면 관성리 777-11번지 1필지(777-12),36.79911046404899,127.32122019515624
보성목장,젖소,55,충청남도 천안시 서북구 성환읍 와룡리 272-17번지,36.948835851881064,127.10258872181353
포일농장,한우,21,충청남도 천안시 서북구 성환읍 신방리 268-2번지,36.94141031258636,127.07909153791019
충청농장,한우,20,충청남도 천안시 서북구 직산읍 군서리 133-4번지,36.90169715005559,127.15595115039504
충청농장,한우,44,충청남도 천안시 서북구 직산읍 군서리 133-4번지,36.90169715005559,127.15595115039504
큰제일목장,젖소,70,"충청남도 천안시 동남구 수신면 장산리 59-4번지 ,59-8 번지",36.73058969677102,127.30336850340395
지연목장,젖소,85,충청남도 천안시 동남구 수신면 장산리 545-2번지 외 1필지,36.748979559318244,127.28906762639436
한신목장,한우,90,"충청남도 천안시 동남구 수신면 백자리 164 외 3(146-7,162-6,163)",36.70944618841778,127.28068210151834
청운목장,젖소,120,"충청남도 천안시 동남구 동면 수남리 111-1번지 외 3필지(113.-2,114,111)",36.77062349061944,127.38731799537045
동선2목장,젖소,90,"충청남도 천안시 동남구 동면 동산리 450번지 451,452",36.7914540085759,127.35307359020233
운전교차로목장,한우,30,충청남도 천안시 동남구 목천읍 운전리 124-6번지,36.761633665249086,127.24781949036576
소사목장,한우,10,충청남도 천안시 동남구 목천읍 소사리 154-1번지,36.73499100665042,127.1710841432952
일웅농장,육계,60000,충청남도 천안시 동남구 풍세면 남관리 318번지 외 1필지(319),36.75447892108062,127.11224468599883
새터목장,젖소,75,충청남도 천안시 동남구 동면 광덕리 25-1 외 5필지,36.78854744534317,127.34601988834635
풍요목장,젖소,76,충청남도 천안시 동남구 동면 광덕리 20 외 6필지,36.78916205347471,127.34714518024707
송이목장,젖소,52,충청남도 천안시 동남구 동면 광덕리 149-1번지 외 1(150),36.79078696399236,127.34386631334533
덕우목장,젖소,73,충청남도 천안시 동남구 동면 광덕리 261-2번지,36.795286783464974,127.33529775055143
덕은목장,한우,77,충청남도 천안시 동남구 북면 대평리 566번지,36.87094340151965,127.28281332708066
농업회사법인천안농산주식회사,돼지,9800,"충청남도 천안시 동남구 목천읍 신계리 79-1 외 5필지(79-2,3,4,8,10)",36.77591412396648,127.22044060280433
원목장,젖소,85,충청남도 천안시 서북구 성환읍 신방리 229-20번지,36.9449998451537,127.08052946686348
세민농장,돼지,900,충청남도 천안시 서북구 입장면 시장리 222-1번지,36.89245086322749,127.2287121827121
호원농장,돼지,1100,충청남도 천안시 서북구 입장면 호당리 46,36.883744440696454,127.232725143213
전원농장,돼지,1000,충청남도 천안시 서북구 입장면 호당리 101-2번지,36.88582863524868,127.2353926646767
병준농장,돼지,700,충청남도 천안시 서북구 입장면 시장리 109-7번지,36.89312120777625,127.22622522077224
성남한우농장,한우,20,충청남도 천안시 동남구 성남면 신덕리 428번지,36.71486078769042,127.23355968672176
대길농장,한우,72,충청남도 천안시 동남구 병천면 송정리 398-9번지,36.7371458826497,127.33729410662497
대길농장,한우,109,충청남도 천안시 동남구 병천면 송정리 398-9번지,36.7371458826497,127.33729410662497
대웅돈 유전자,돼지,123,충청남도 천안시 동남구 성남면 신사리 213번지 2통,36.755603426799446,127.24061010860324
안동목장,젖소,60,충청남도 천안시 동남구 목천읍 소사리 162-1번지,36.73516130005076,127.1737064549777
삼화양돈,돼지,0,충청남도 천안시 동남구 풍세면 용정리 609-4번지,36.74514553223228,127.10389900097005
삼관목장,한우,229,"충청남도 천안시 동남구 풍세면 용정리 804-1번지 외 3필지(817-3, 817-4, 817-5)",36.738381397415765,127.09604992530896
삼관목장,한우,342,"충청남도 천안시 동남구 풍세면 용정리 804-1번지 외 3필지(817-3, 817-4, 817-5)",36.738381397415765,127.09604992530896
성화목장,한우,83,충청남도 천안시 동남구 북면 대평리 352-7,36.872858033695174,127.28509569726485
한버들농장,한우,100,충청남도 천안시 동남구 수신면 백자리 365번지,36.70607373290914,127.27418602863617
한신한우목장,한우,55,충청남도 천안시 동남구 수신면 백자리 170-1번지 170-3외 1필지,36.70963704412021,127.28143713854975
수석농장,한우,130,충청남도 천안시 동남구 수신면 발산리 160번지 외 1(159),36.718631982366404,127.28330386203584
의환목장,한우,150,충청남도 천안시 동남구 수신면 백자리 7-1번지,36.71702958864566,127.28636190481211
자연농장,한우,9,충청남도 천안시 동남구 목천읍 동리 39-2번지,36.79169647544251,127.23549043143407
헌형농장,한우,20,충청남도 천안시 동남구 북면 양곡리 199번지,36.85336728728922,127.281792678034
대진목장,젖소,145,"충청남도 천안시 동남구 동면 죽계리 308-1번지 외 2(322-3,322-4)",36.79355245042259,127.37531476026899
화산목장,젖소,60,충청남도 천안시 동남구 동면 광덕리 57-3번지 외1(55),36.78402613144393,127.34634997808955
화성목장,젖소,70,충청남도 천안시 동남구 동면 화계리 20번지 106번지,36.78058523851326,127.33735119722739
화성목장,젖소,0,충청남도 천안시 동남구 동면 화계리 20번지 106번지,36.78058523851326,127.33735119722739
한심목장,젖소,60,충청남도 천안시 동남구 성남면 신사리 40-1번지,36.74956069312002,127.24156203369435
성민농장,한우,90,충청남도 천안시 동남구 성남면 신사리 58-3번지 외 1필지,36.74548047294598,127.24823164379875
수연농장,한우,0,충청남도 천안시 동남구 성남면 신사리 58-1번지 외 1필지,36.74541394206842,127.24852702744272
밤골2농장,한우,10,충청남도 천안시 동남구 광덕면 원덕리 641-1번지,36.66154026768317,127.10871922528521
모산목장,한우,10,충청남도 천안시 동남구 동면 동산리 산 46번지,36.791590143949094,127.36273512924484
동영목장,젖소,266,"충청남도 천안시 동남구 동면 동산리 330-4번지 외 3(330-5,6,8)",36.78368465926438,127.3551869056329
대전충남양돈농협인공수정센터,돼지,109,충청남도 천안시 동남구 목천읍 천정리 36번지,36.75975435938006,127.2059860281456
광덕중부권영농조합법인,한우,200,충청남도 천안시 동남구 광덕면 무학리 200 외 1필지(200-1),36.69067026698666,127.11151214830103
은행목장,한우,46,"충청남도 천안시 동남구 목천읍 소사리 267-5 외 2필지(267-8, 268)",36.73446340326921,127.1636924846446
태산농장,한우,2,충청남도 천안시 동남구 풍세면 용정리 796-1번지,36.740718923165964,127.09684738197012
신기농장,돼지,2000,충청남도 천안시 동남구 목천읍 도장리 83번지 외3필지,36.751945184591115,127.18982349248468
승연목장,한우,28,충청남도 천안시 동남구 동면 송연리 356-3,36.77941904553234,127.36333243498476
동선목장,젖소,80,충청남도 천안시 동남구 동면 동산리 410번지 외 2필지,36.78676324786912,127.3527594154742
지현목장,젖소,35,충청남도 천안시 동남구 동면 동산리 383-1번지,36.78594118124049,127.3528556654069
정산목장,젖소,50,충청남도 천안시 동남구 동면 광덕리 226-1번지,36.79684296777519,127.33432808308801
문화농장,육계,100000,충청남도 천안시 동남구 성남면 석곡리 58-10번지 외 1필지(58-11),36.73766219280827,127.23001066279342
장자농장,육계,30000,충청남도 천안시 동남구 동면 화덕리 409-3번지,36.764142354328484,127.39711741009198
우목원,한우,50,충청남도 천안시 서북구 직산읍 석곡리 164-1번지,36.88536198818262,127.09249753008336
동진2농장,한우,16,충청남도 천안시 동남구 병천면 탑원리 117-5번지,36.762167432528535,127.30923137454106
두성한우농장,한우,8,충청남도 천안시 동남구 성남면 대흥리 15-1번지,36.73019931894441,127.24003051119617
효섭목장,한우,16,충청남도 천안시 서북구 성환읍 율금리 958번지,36.8946065522702,127.10533735104565
소망농장,돼지,500,충청남도 천안시 서북구 입장면 호당리 173번지,36.89198108556227,127.22876421215463
준농장,한우,32,충청남도 천안시 동남구 병천면 송정리 441-6번지,36.73501282909194,127.33174674845665
성공농장,한우,4,충청남도 천안시 동남구 북면 양곡리 307번지,,
영월목장,한우,27,충청남도 천안시 동남구 풍세면 용정리 410-3번지 외 1필지(410-4),36.73338425925032,127.10695042350376
일화농장,돼지,3100,충청남도 천안시 서북구 직산읍 부송리 154-1 외 3필지,36.876320158031625,127.12699447893378
현수농장,돼지,1000,충청남도 천안시 동남구 광덕면 광덕리 437-1번지 외 1필지,36.66850483406394,127.05336615170611
가송농장,육계,39246,충청남도 천안시 동남구 풍세면 풍서리 130-1번지,36.721187067561246,127.13227013826273
가송농장,육계,33000,충청남도 천안시 동남구 풍세면 풍서리 130-1번지,36.721187067561246,127.13227013826273
상만농장,육계,38000,충청남도 천안시 동남구 광덕면 보산원리 301-2번지,36.69137620249225,127.07178636257669
해솔목장,젖소,100,충청남도 천안시 동남구 풍세면 용정리 127-1번지,36.74551095407154,127.11104228520907
대경농장,육계,46000,충청남도 천안시 동남구 풍세면 보성리 73-4번지 외 1필지(73-5),36.73910901315945,127.12990552683645
효제농장,한우,200,충청남도 천안시 동남구 성남면 석곡리 87-10번지,36.73606816875478,127.23172246941478
복사골농장,한우,0,충청남도 천안시 동남구 병천면 가전리 산 34-1번지,36.769037404314865,127.2720054167382
화계농장,산양,5,충청남도 천안시 동남구 동면 화계리 115번지,36.778742123535125,127.337096318695
천안메추리농장,메추리,100000,충청남도 천안시 동남구 성남면 대정리 211-1번지,36.72643302009899,127.21006387969415
대광농장,사슴,13,충청남도 천안시 동남구 성남면 신덕리 497-1번지,36.719584334637645,127.23394673882784
안성2목장,젖소,78,충청남도 천안시 동남구 풍세면 남관리 363-2번지,36.75413966649699,127.10726392013245
삼조우농장,젖소,37,충청남도 천안시 서북구 입장면 연곡리 548-3번지,36.95928557427201,127.17309667440989
승현농장,육우,206,충청남도 천안시 서북구 성환읍 양령리 555-1번지,36.96204910403902,127.16651745567549
유일목장,한우,6,충청남도 천안시 동남구 풍세면 남관리 255-9번지,36.75930045692538,127.11904658832452
신성목장,젖소,46,충청남도 천안시 동남구 풍세면 용정리 782-5번지,36.73835455869419,127.09903829449196
롯데목장,한우,18,충청남도 천안시 서북구 입장면 가산리 373-2번지,36.94449115409953,127.19069172491061
기린농장,한우,12,"충청남도 천안시 동남구 병천면 봉항리 6번지 ,8번지",36.85156950010909,127.31170579202215
기린농장,한우,58,"충청남도 천안시 동남구 병천면 봉항리 6번지 ,8번지",36.85156950010909,127.31170579202215
가조농장,한우,0,충청남도 천안시 서북구 성환읍 양령리 543-1,36.961153848241054,127.17118077683848
진동목장,한우,9,충청남도 천안시 동남구 성남면 신덕리 64번지,36.71628638780928,127.24039105349782
태균목장,한우,24,충청남도 천안시 동남구 병천면 송정리 122-3번지,36.74267034981564,127.31228550533805
대현농장,오리,19560,충청남도 천안시 동남구 병천면 매성리 85번지 외 5필지,36.81927884127646,127.31298076025641
현수목장,한우,50,충청남도 천안시 동남구 병천면 송정리 138-2번지,36.73942791321615,127.31966697828126
명섭농장,오리,16400,충청남도 천안시 동남구 병천면 봉항리 704-3번지 외 1필지(704-4),36.82301673871388,127.31398432242956
오곡농장,한우,70,충청남도 천안시 동남구 북면 오곡리 291-3번지,36.823653071775006,127.2728871774582
신진농장,한우,70,충청남도 천안시 동남구 북면 대평리 530번지 외 2필지,36.87008132527646,127.28047001749137
정표농장,한우,20,충청남도 천안시 동남구 수신면 백자리 554-5번지,36.70765012583482,127.27045942602426
관성농장,한우,15,충청남도 천안시 동남구 병천면 관성리 769-12번지,36.80860995563607,127.32574283499285
관성농장,한우,30,충청남도 천안시 동남구 병천면 관성리 769-12번지,36.80860995563607,127.32574283499285
관성농장,한우,190,충청남도 천안시 동남구 병천면 관성리 769-12번지,36.80860995563607,127.32574283499285
인섭2농장,한우,150,충청남도 천안시 동남구 병천면 봉항리 28번지,36.84977188185602,127.31460216833383
소망농장,한우,20,충청남도 천안시 동남구 풍세면 용정리 825-1번지,36.73962352557837,127.09547403331541
종민농장,한우,22,충청남도 천안시 동남구 북면 상동리 214-11번지,36.7716500069335,127.2586896924788
승훈농장,한우,64,충청남도 천안시 동남구 풍세면 보성리 570번지,36.728385828678846,127.10858517993967
유일사슴목장,사슴,66,충청남도 천안시 동남구 신방동 263-3번지,36.76798099003905,127.12947082265833
목천농장,메추리,70000,"충청남도 천안시 동남구 성남면 용원리 47-5번지 외 2필지(47-4, 51-3)",36.75848946890118,127.21626496990996
청산사슴농장,사슴,36,충청남도 천안시 동남구 병천면 봉항리 22번지 외 1필지(32-2),36.84991182630055,127.31320611481037
삼성농장,한우,116,충청남도 천안시 동남구 병천면 봉항리 351번지 외 1필지(352),36.83460779514817,127.31086476529622
삼성농장,한우,5,충청남도 천안시 동남구 병천면 봉항리 351번지 외 1필지(352),36.83460779514817,127.31086476529622
승미사슴농장,사슴,26,충청남도 천안시 동남구 성남면 봉양리 106번지 외 1필지(107),36.72366979779682,127.25044164826078
덕현목장,산양,150,충청남도 천안시 동남구 병천면 도원리 424-4번지,36.79424832481653,127.29931101033222
성실목장,산양,6,충청남도 천안시 동남구 광덕면 대덕리 403번지,36.689021341744606,127.09656763975333
백운농장(1),육계,160,충청남도 천안시 동남구 목천읍 운전리 28-1번지,36.76857522985064,127.23581857486688
백운농장(2),산양,15,충청남도 천안시 동남구 목천읍 운전리 28-1번지,36.76857522985064,127.23581857486688
삼화양돈(2),돼지,900,"충청남도 천안시 동남구 풍세면 용정리 471번지 외 2필지(470-7, 472)",36.74413667253433,127.10564285017496
풍일농원,한우,240,충청남도 천안시 동남구 목천읍 소사리 77번지,36.734438910102384,127.18145866294466
흥성목장,한우,75,충청남도 천안시 동남구 풍세면 용정리 387-1번지,36.73379110507715,127.11155822809077
푸른목장,젖소,150,"충청남도 천안시 동남구 풍세면 삼태리 149-2번지 , 149-5번지",36.74218464978857,127.09295996823883
두산목장,젖소,89,충청남도 천안시 동남구 풍세면 보성리 495 외 1필지(496-3),36.73017736902987,127.11650524007196
향토목장,젖소,81,"충청남도 천안시 동남구 광덕면 무학리 96-1번지 외 2필지(96-2, 95-3)",36.695087118791214,127.12188137687613
명신농장,한우,60,충청남도 천안시 동남구 광덕면 원덕리 422-2번지,36.65636431502531,127.12717947338902
옥목장,젖소,149,충청남도 천안시 서북구 직산읍 판정리 297-1번지,36.90589809320627,127.16868731452169
현대농장(3),한우,30,충청남도 천안시 서북구 직산읍 수헐리 5-1 외 12필지,36.897586372941255,127.13672435062293
고센목장,육우,30,충청남도 천안시 서북구 입장면 신두리 75-1번지,36.91455113088088,127.2025952520957
황진목장,젖소,45,충청남도 천안시 서북구 성환읍 양령리 46-1번지,36.9599744294669,127.16443856980402
매성축산,한우,95,충청남도 천안시 동남구 병천면 매성리 24-1번지,36.820017287122326,127.3131056672241
동혁목장,한우,30,충청남도 천안시 서북구 성환읍 양령리 227-1번지,36.96060078225636,127.15933859742456
감산2목장,한우,70,충청남도 천안시 동남구 북면 대평리 459번지,36.8654645974459,127.2813352619782
효성목장,젖소,110,"충청남도 천안시 동남구 북면 대평리 685번지 686,686-1 번지",36.86906248476298,127.27729352892838
은석목장,젖소,90,"충청남도 천안시 동남구 북면 대평리 419번지 478,478-1번지",36.86610333672158,127.28390666538799
대길2농장,돼지,1800,"충청남도 천안시 동남구 병천면 매성리 14-5번지 외 2필지(14-4, 14-5)",36.82097785351578,127.31287110078055
농업회사법인 주식회사 서연농장 지점(관성농장),돼지,2000,충청남도 천안시 동남구 병천면 관성리 613-5번지 외 2필지,36.81947236026626,127.31673079887665
늘푸른농장,돼지,2000,충청남도 천안시 동남구 성남면 봉양리 777-1번지 외1필지(777-4),36.70189969419451,127.25409737764382
그린농장,돼지,2000,충청남도 천안시 서북구 성환읍 율금리 698번지,36.896430219293016,127.10173584440373
재환목장,한우,21,충청남도 천안시 동남구 병천면 병천리 550-4번지,36.77944785131281,127.29189290512963
진공농장,산양,60,충청남도 천안시 동남구 동면 동산리 170-1번지,36.79726368434101,127.3593603024251
상도농장,한우,45,충청남도 천안시 동남구 풍세면 용정리 898번지,36.73430215565545,127.09940164307157
새물목장,젖소,46,충청남도 천안시 서북구 성환읍 양령리 209-1번지,36.96403308580942,127.15778350522179
상동목장,젖소,56,충청남도 천안시 서북구 성환읍 대홍리 279-3번지,36.94617441680751,127.13688083042342
불당농장,육계,2000,충청남도 천안시 서북구 불당동 246-5번지,36.809806222826275,127.11260246036403
천안제일고 제2농장,한우,7,충청남도 천안시 동남구 수신면 장산리 산 12-4번지,36.74265049057399,127.3043068044623
천안제일고 제2농장,돼지,60,충청남도 천안시 동남구 수신면 장산리 산 12-4,36.74265049057399,127.3043068044623
구룡동농장,한우,32,충청남도 천안시 동남구 구룡동 104-2번지,36.76321716689842,127.15443656231879
새별목장,젖소,120,"충청남도 천안시 서북구 성환읍 수향리 20-160번지 , 산39-1",36.938307036014834,127.15347557250222
감나무목장,젖소,55,충청남도 천안시 서북구 성환읍 도하리 237-1번지 외 1필지,36.945333322048256,127.16756687906096
홍석목장,젖소,48,충청남도 천안시 서북구 성환읍 왕림리 172-7번지,36.92166615779221,127.08670587996292
대홍농장,한우,20,충청남도 천안시 서북구 성환읍 복모리 472-33번지,36.94926548245445,127.1278000757755
천안오골계농장,육계,35000,충청남도 천안시 동남구 목천읍 석천리 455번지 천안오골계농장,36.82477802892213,127.22497416151977
진우농장,오리,20280,"충청남도 천안시 동남구 동면 장송리 46-3번지 외 3필지(46-4,46-5,46-6)",36.780906910998844,127.36954891052865
태림농장,육계,21000,충청남도 천안시 동남구 동면 수남리 222-1번지,36.769283898040264,127.38664921682337
유미목장,젖소,65,충청남도 천안시 동남구 목천읍 도장리 321번지,36.745665448507374,127.1705563313518
유미목장,젖소,30,충청남도 천안시 동남구 목천읍 도장리 321번지,36.745665448507374,127.1705563313518
덕우농장,한우,0,"충청남도 천안시 동남구 병천면 봉항리 128-1번지 외 3(128-2,3,4)",36.841768175742,127.31569977120976
한우진주농장,한우,50,충청남도 천안시 서북구 성환읍 어룡리 14-3번지,36.94136716031998,127.12125619782982
제호목장,한우,49,충청남도 천안시 서북구 성환읍 성환리 612번지,36.92984230597984,127.12536968236535
남매목장,한우,42,충청남도 천안시 동남구 풍세면 보성리 454번지,36.72954904637823,127.12871759738208
선진목장,한우,110,충청남도 천안시 서북구 입장면 신두리 416-1번지,36.91249812604289,127.1926528468351
교천농장,한우,95,충청남도 천안시 동남구 목천읍 교천리 97-1번지,36.78394509243366,127.19763217305822
응원목장,한우,40,충청남도 천안시 동남구 목천읍 응원리 226-2번지 229-2,36.76243767253725,127.18054121766971
부흥목장,한우,69,충청남도 천안시 동남구 풍세면 남관리 390번지,36.7540611260839,127.10605559965879
박천농장,한우,40,충청남도 천안시 동남구 풍세면 풍서리 493번지,36.72350758647663,127.111417174971
